# Species	Genes	Alg.-Conn.	protein.GCA_000227135.faa	protein.GCA_000755165.faa	protein.GCA_017916335.faa	protein.GCA_017918215.faa	protein.GCA_017918225.faa
4	4	0.744	CBZ32765.1	AIN96676.1	KAG5483773.1	*	KAG5505151.1
4	4	0.741	*	AIN99434.1	KAG5475542.1	KAG5500934.1	KAG5499201.1
4	4	0.74	*	AIN95787.1	KAG5486891.1	KAG5511582.1	KAG5507226.1
4	4	0.739	*	AIO00446.1	KAG5472823.1	KAG5497989.1	KAG5496680.1
4	4	0.739	CBZ33996.1	AIN98257.1	KAG5479885.1	KAG5506180.1	*
4	4	0.738	CBZ31937.1	AIN95895.1	*	KAG5511338.1	KAG5506943.1
4	4	0.738	CBZ36580.1	*	KAG5471725.1	KAG5497002.1	KAG5495909.1
4	4	0.737	CBZ31637.1	AIN95610.1	KAG5487261.1	*	KAG5507448.1
4	4	0.737	CBZ32188.1	AIN96130.1	KAG5485654.1	*	KAG5506291.1
4	4	0.735	*	AIN99438.1	KAG5475546.1	KAG5500938.1	KAG5499205.1
4	4	0.735	CBZ33530.1	AIN97398.1	KAG5480874.1	*	KAG5503044.1
4	4	0.734	CBZ34344.1	AIN98593.1	KAG5478546.1	*	KAG5501311.1
4	4	0.732	CBZ32728.1	AIN96647.1	*	KAG5509722.1	KAG5505115.1
4	4	0.731	*	AIO01621.1	KAG5469254.1	KAG5494522.1	KAG5493756.1
4	4	0.731	CBZ33210.1	AIN97091.1	KAG5481825.1	*	KAG5503796.1
4	4	0.731	CBZ34092.1	AIN98351.1	KAG5479214.1	KAG5505422.1	*
4	4	0.731	CBZ36552.1	AIO00731.1	KAG5471684.1	KAG5496969.1	*
4	4	0.73	CBZ33500.1	*	KAG5480843.1	KAG5507277.1	KAG5503013.1
4	4	0.728	CBZ35329.1	*	KAG5475676.1	KAG5501068.1	KAG5499331.1
4	4	0.728	CBZ36482.1	AIO00666.1	KAG5471611.1	*	KAG5495791.1
4	4	0.727	CBZ35856.1	AIO00078.1	KAG5473508.1	*	KAG5497322.1
4	4	0.725	CBZ38190.1	AIO01897.1	KAG5466326.1	KAG5492163.1	*
4	4	0.722	*	AIN96401.1	KAG5484897.1	KAG5510255.1	KAG5505613.1
4	4	0.722	*	AIN97308.1	KAG5481417.1	KAG5508086.1	KAG5503703.1
4	4	0.721	*	AIN98675.1	KAG5477935.1	KAG5503937.1	KAG5500688.1
4	4	0.72	*	AIN96352.1	KAG5484844.1	KAG5510202.1	KAG5505561.1
4	4	0.718	CBZ31897.1	AIN95862.1	KAG5486458.1	*	KAG5506911.1
4	4	0.717	CBZ32429.1	AIN96358.1	KAG5484851.1	*	KAG5505568.1
4	4	0.717	CBZ34994.1	AIN99219.1	KAG5476133.1	*	KAG5499552.1
4	4	0.715	CBZ33959.1	*	KAG5479847.1	KAG5506142.1	KAG5502475.1
4	4	0.714	CBZ37480.1	AIO01625.1	*	KAG5494526.1	KAG5493759.1
4	4	0.713	CBZ37504.1	AIN97506.1	KAG5467699.1	*	KAG5491467.1
4	4	0.71	CBZ31391.1	*	KAG5487832.1	KAG5512194.1	KAG5507889.1
4	4	0.71	CBZ32745.1	*	KAG5483753.1	KAG5509737.1	KAG5505130.1
4	4	0.71	CBZ34751.1	AIN98983.1	KAG5477252.1	*	KAG5500191.1
4	4	0.709	*	AIN97929.1	KAG5480321.1	KAG5506710.1	KAG5502565.1
4	4	0.709	CBZ34096.1	AIN98354.1	KAG5479218.1	*	KAG5501648.1
4	4	0.708	*	AIN96571.1	KAG5484424.1	KAG5510048.1	KAG5505351.1
4	4	0.706	CBZ36291.1	*	KAG5472863.1	KAG5498032.1	KAG5496721.1
4	4	0.703	CBZ32481.1	AIN96409.1	KAG5484903.1	*	KAG5505619.1
4	4	0.703	CBZ35874.1	AIO00092.1	KAG5473523.1	*	KAG5497337.1
4	4	0.702	CBZ37246.1	*	KAG5469019.1	KAG5494288.1	KAG5493522.1
4	4	0.7	*	AIN99469.1	KAG5475578.1	KAG5500969.1	KAG5499236.1
4	4	0.697	*	AIO02825.1	KAG5465271.1	KAG5489854.1	KAG5489114.1
4	4	0.696	*	AIN96224.1	KAG5485327.1	KAG5510390.1	KAG5505891.1
4	4	0.695	CBZ38501.1	*	KAG5464617.1	KAG5489202.1	KAG5488454.1
4	4	0.693	*	AIO01053.1	KAG5470140.1	KAG5495464.1	KAG5494705.1
4	4	0.693	CBZ38073.1	AIO01781.1	KAG5466199.1	KAG5492037.1	*
4	4	0.692	CBZ34436.1	AIN98678.1	*	KAG5503941.1	KAG5500691.1
4	4	0.691	CBZ32700.1	*	KAG5483714.1	KAG5509699.1	KAG5505087.1
4	4	0.691	CBZ34241.1	AIN98496.1	KAG5478423.1	*	KAG5501195.1
4	4	0.688	*	AIN95612.1	KAG5487263.1	KAG5511783.1	KAG5507450.1
4	4	0.683	CBZ32265.1	AIN96197.1	KAG5485301.1	*	KAG5505862.1
4	4	0.682	CBZ34142.1	*	KAG5479270.1	KAG5505476.1	KAG5501713.1
4	4	0.681	CBZ32372.1	AIN96302.1	*	KAG5510472.1	KAG5505971.1
4	4	0.681	CBZ36889.1	*	KAG5470132.1	KAG5495456.1	KAG5494697.1
4	4	0.68	*	AIN98540.1	KAG5478470.1	KAG5504781.1	KAG5501245.1
4	4	0.68	CBZ32203.1	AIN96143.1	KAG5485668.1	*	KAG5506306.1
4	4	0.678	CBZ34342.1	*	KAG5478543.1	KAG5504839.1	KAG5501308.1
4	4	0.676	CBZ32015.1	AIN95967.1	KAG5486036.1	*	KAG5506591.1
4	4	0.673	CBZ33531.1	AIN97399.1	KAG5480875.1	*	KAG5503046.1
4	4	0.668	CBZ31274.1	AIN95267.1	KAG5488007.1	*	KAG5508311.1
4	4	0.668	CBZ33151.1	*	KAG5482445.1	KAG5509029.1	KAG5504312.1
4	4	0.666	CBZ33304.1	*	KAG5481916.1	KAG5508613.1	KAG5503888.1
4	4	0.665	*	AIN99115.1	KAG5477386.1	KAG5503396.1	KAG5500324.1
4	4	0.661	*	AIN98440.1	KAG5479308.1	KAG5505521.1	KAG5501750.1
4	4	0.66	CBZ37833.1	AIN97844.1	KAG5468017.1	*	KAG5491803.1
4	4	0.659	CBZ32832.1	*	KAG5482973.1	KAG5509195.1	KAG5504535.1
4	4	0.659	CBZ35476.1	AIN99702.1	*	KAG5499795.1	KAG5498219.1
4	4	0.655	*	AIN96503.1	KAG5484351.1	KAG5509976.1	KAG5505280.1
4	4	0.653	*	AIN99445.1	KAG5475553.1	KAG5500944.1	KAG5499211.1
4	4	0.652	CBZ35010.1	AIN99235.1	KAG5476148.1	*	KAG5499568.1
4	4	0.648	CBZ31167.1	AIN95176.1	KAG5488299.1	*	KAG5508696.1
4	4	0.648	CBZ31397.1	*	KAG5487838.1	KAG5512201.1	KAG5507896.1
4	4	0.648	CBZ32211.1	AIN96150.1	KAG5485676.1	*	KAG5506314.1
4	4	0.648	CBZ36929.1	*	KAG5470174.1	KAG5495497.1	KAG5494739.1
4	4	0.647	CBZ32856.1	*	KAG5482996.1	KAG5509217.1	KAG5504558.1
4	4	0.647	CBZ36122.1	AIO00333.1	KAG5472697.1	KAG5497864.1	*
4	4	0.646	CBZ36363.1	AIO00556.1	KAG5472940.1	*	KAG5496799.1
4	4	0.645	CBZ34027.1	AIN98288.1	KAG5479915.1	*	KAG5502541.1
4	4	0.643	*	AIN99580.1	KAG5475697.1	KAG5501088.1	KAG5499352.1
4	4	0.642	CBZ37998.1	AIO01710.1	KAG5466123.1	*	KAG5490967.1
4	4	0.641	CBZ32872.1	AIN96774.1	KAG5483011.1	*	KAG5504572.1
4	4	0.641	CBZ37358.1	AIO01505.1	KAG5469131.1	*	KAG5493634.1
4	4	0.636	CBZ36171.1	*	KAG5472747.1	KAG5497913.1	KAG5496606.1
4	4	0.634	*	AIN99447.1	KAG5475555.1	KAG5500946.1	KAG5499213.1
4	4	0.629	*	AIO01390.1	KAG5469012.1	KAG5494280.1	KAG5493515.1
4	4	0.629	CBZ38354.1	*	KAG5466500.1	KAG5492333.1	KAG5491356.1
4	4	0.628	CBZ31557.1	AIN95533.1	KAG5487654.1	*	KAG5507793.1
4	4	0.627	CBZ36108.1	*	KAG5472683.1	KAG5497850.1	KAG5496546.1
4	4	0.627	CBZ36836.1	*	KAG5470077.1	KAG5495401.1	KAG5494642.1
4	4	0.622	*	AIO00120.1	KAG5473549.1	KAG5499044.1	KAG5497364.1
4	4	0.621	CBZ35766.1	AIN99990.1	*	KAG5498918.1	KAG5497234.1
4	4	0.619	CBZ31159.1	*	KAG5488289.1	KAG5512565.1	KAG5508687.1
4	4	0.616	CBZ32994.1	*	KAG5482291.1	KAG5508886.1	KAG5504148.1
4	4	0.616	CBZ33571.1	AIN97433.1	KAG5480907.1	*	KAG5503080.1
4	4	0.611	CBZ31818.1	AIN95779.1	KAG5486881.1	*	KAG5507217.1
4	4	0.611	CBZ32328.1	AIN96262.1	KAG5485366.1	KAG5510427.1	*
4	4	0.61	CBZ33377.1	AIN97223.1	KAG5481362.1	*	KAG5503648.1
4	4	0.608	*	AIO01412.1	KAG5469034.1	KAG5494304.1	KAG5493537.1
4	4	0.607	*	AIO00668.1	KAG5471613.1	KAG5496910.1	KAG5495793.1
4	4	0.607	*	AIO01295.1	KAG5468915.1	KAG5493017.1	KAG5493421.1
4	4	0.604	CBZ31864.1	*	KAG5486424.1	KAG5511277.1	KAG5506877.1
4	4	0.603	CBZ36581.1	*	KAG5471726.1	KAG5497003.1	KAG5495910.1
4	4	0.602	CBZ36499.1	AIO00677.1	KAG5471632.1	KAG5496919.1	*
4	4	0.596	CBZ36613.1	*	KAG5471760.1	KAG5497030.1	KAG5495943.1
4	4	0.595	*	AIN96564.1	KAG5484417.1	KAG5510042.1	KAG5505343.1
4	4	0.595	CBZ39138.1	*	KAG5465264.1	KAG5489847.1	KAG5489107.1
4	4	0.593	CBZ31355.1	AIN95344.1	KAG5487790.1	*	KAG5507836.1
4	4	0.582	CBZ31991.1	AIN95951.1	KAG5486018.1	*	KAG5506573.1
4	4	0.579	*	AIN96155.1	KAG5485681.1	KAG5510740.1	KAG5506320.1
4	4	0.579	CBZ33759.1	AIN98029.1	KAG5480430.1	*	KAG5502674.1
4	4	0.579	CBZ34723.1	*	KAG5477220.1	KAG5503237.1	KAG5500159.1
4	4	0.574	CBZ31752.1	AIN95707.1	KAG5486809.1	*	KAG5507144.1
4	4	0.572	CBZ32348.1	*	KAG5485387.1	KAG5510446.1	KAG5505946.1
4	4	0.571	CBZ35133.1	AIN99354.1	KAG5476273.1	KAG5502297.1	*
4	4	0.57	CBZ32711.1	AIN96630.1	KAG5483725.1	*	KAG5505098.1
4	4	0.569	*	AIO02255.1	KAG5464676.1	KAG5489259.1	KAG5488513.1
4	4	0.567	CBZ33598.1	AIN97458.1	KAG5480933.1	*	KAG5503106.1
4	4	0.56	CBZ31662.1	AIN95632.1	*	KAG5511811.1	KAG5507477.1
4	4	0.56	CBZ35778.1	AIO00003.1	KAG5473429.1	*	KAG5497245.1
4	4	0.557	CBZ32883.1	AIN96785.1	KAG5483022.1	KAG5509242.1	*
4	4	0.557	CBZ39150.1	*	KAG5465277.1	KAG5489860.1	KAG5489119.1
4	4	0.546	CBZ37296.1	AIO01444.1	KAG5469067.1	*	KAG5493571.1
4	4	0.544	CBZ37638.1	AIN97650.1	KAG5467830.1	*	KAG5491592.1
4	4	0.541	CBZ31399.1	AIN95382.1	KAG5487840.1	*	KAG5507898.1
4	4	0.541	CBZ35536.1	AIN99762.1	KAG5474693.1	*	KAG5498280.1
4	4	0.54	CBZ36116.1	*	KAG5472691.1	KAG5497858.1	KAG5496554.1
4	4	0.538	*	AIN98147.1	KAG5479771.1	KAG5506066.1	KAG5502400.1
4	4	0.532	*	AIO01089.1	KAG5470181.1	KAG5495504.1	KAG5494746.1
4	4	0.523	CBZ33581.1	AIN97442.1	KAG5480917.1	*	KAG5503089.1
4	4	0.521	*	AIO01592.1	KAG5469220.1	KAG5494488.1	KAG5493724.1
4	4	0.514	CBZ33222.1	AIN97102.1	KAG5481835.1	*	KAG5503806.1
4	4	0.513	CBZ36619.1	AIO00787.1	KAG5471768.1	*	KAG5495952.1
4	4	0.509	CBZ32487.1	AIN96415.1	KAG5484909.1	*	KAG5505625.1
4	4	0.508	CBZ38171.1	*	KAG5466303.1	KAG5492140.1	KAG5491145.1
4	4	0.504	*	AIO00785.1	KAG5471765.1	KAG5497035.1	KAG5495949.1
4	4	0.503	*	AIN96101.1	KAG5485623.1	KAG5510689.1	KAG5506255.1
4	4	0.496	CBZ37112.1	*	KAG5470362.1	KAG5495686.1	KAG5494929.1
4	4	0.487	CBZ33772.1	AIN98043.1	KAG5480442.1	*	KAG5502685.1
4	4	0.486	*	AIO00108.1	KAG5473537.1	KAG5499032.1	KAG5497351.1
4	4	0.486	CBZ36537.1	*	KAG5471668.1	KAG5496954.1	KAG5495850.1
4	4	0.483	CBZ36617.1	*	KAG5471766.1	KAG5497036.1	KAG5495950.1
4	4	0.482	CBZ36639.1	AIO00803.1	KAG5471787.1	KAG5497054.1	*
4	4	0.478	CBZ31554.1	*	KAG5487651.1	KAG5512051.1	KAG5507790.1
4	4	0.476	CBZ31270.1	AIN95263.1	KAG5488003.1	*	KAG5508307.1
4	4	0.474	CBZ35029.1	*	KAG5476167.1	KAG5502190.1	KAG5499586.1
4	4	0.471	CBZ31326.1	AIN95315.1	KAG5488059.1	*	KAG5508360.1
4	4	0.468	*	AIN99743.1	KAG5474673.1	KAG5499836.1	KAG5498259.1
4	4	0.465	CBZ33254.1	*	KAG5481864.1	KAG5508558.1	KAG5503836.1
4	4	0.459	*	AIO00805.1	KAG5471791.1	KAG5497057.1	KAG5495975.1
4	4	0.459	CBZ34101.1	*	KAG5479223.1	KAG5505430.1	KAG5501653.1
4	4	0.458	CBZ31665.1	*	KAG5487296.1	KAG5511815.1	KAG5507481.1
4	4	0.456	CBZ36165.1	AIN98077.1	KAG5480451.1	*	KAG5502694.1
4	4	0.449	CBZ39075.1	AIO02758.1	KAG5465201.1	*	KAG5489044.1
4	4	0.441	CBZ38327.1	*	KAG5466473.1	KAG5492307.1	KAG5491328.1
4	4	0.44	CBZ35063.1	AIN99284.1	KAG5476203.1	*	KAG5499623.1
4	4	0.425	*	AIN95677.1	KAG5487338.1	KAG5511856.1	KAG5507523.1
4	4	0.423	CBZ38051.1	AIO01757.1	KAG5466174.1	*	KAG5491018.1
4	4	0.383	CBZ32808.1	*	KAG5473379.1	KAG5498879.1	KAG5508387.1
4	4	0.378	CBZ31866.1	AIN95831.1	KAG5486426.1	*	KAG5506879.1
4	4	0.377	CBZ31905.1	*	KAG5486464.1	KAG5511314.1	KAG5506919.1
4	4	0.374	CBZ36222.1	*	KAG5472796.1	KAG5497961.1	KAG5496653.1
4	4	0.368	CBZ34095.1	*	KAG5479217.1	KAG5505425.1	KAG5501647.1
4	4	0.365	CBZ36585.1	*	KAG5473539.1	KAG5499034.1	KAG5497353.1
4	4	0.363	CBZ31880.1	AIN95845.1	KAG5486440.1	*	KAG5506892.1
4	4	0.351	*	AIN99386.1	KAG5475499.1	KAG5500892.1	KAG5499158.1
4	4	0.347	*	AIN96618.1	KAG5483712.1	KAG5509697.1	KAG5505085.1
4	4	0.331	CBZ38021.1	AIO01729.1	KAG5466146.1	*	KAG5490990.1
4	4	0.327	CBZ36614.1	*	KAG5471761.1	KAG5497031.1	KAG5495944.1
4	4	0.323	CBZ37440.1	AIO01587.1	KAG5469215.1	KAG5494480.1	*
4	4	0.309	CBZ31664.1	AIN95634.1	KAG5487295.1	KAG5511814.1	*
4	4	0.307	CBZ36625.1	*	KAG5471774.1	KAG5497043.1	KAG5495958.1
4	4	0.305	*	AIN97788.1	KAG5467963.1	KAG5493297.1	KAG5491749.1
4	4	0.301	CBZ32597.1	*	KAG5484372.1	KAG5509999.1	KAG5505302.1
4	4	0.3	CBZ33764.1	AIN98035.1	KAG5480435.1	*	KAG5502678.1
4	4	0.299	*	AIN96770.1	KAG5483007.1	KAG5509227.1	KAG5504568.1
4	4	0.291	CBZ36173.1	AIO00376.1	KAG5472749.1	KAG5497915.1	*
4	4	0.25	*	AIN98972.1	KAG5477238.1	KAG5503254.1	KAG5500177.1
4	4	0.24	CBZ31398.1	*	KAG5487839.1	KAG5512202.1	KAG5507897.1
4	4	0.238	CBZ32858.1	AIN96763.1	KAG5482998.1	KAG5509219.1	*
4	4	0.211	CBZ37169.1	AIO01323.1	KAG5468943.1	KAG5494206.1	*
4	4	0.178	CBZ37397.1	*	KAG5469171.1	KAG5494440.1	KAG5493674.1
4	4	0.176	CBZ34145.1	AIN98402.1	KAG5479273.1	*	KAG5501716.1
4	4	0.156	CBZ34279.1	*	KAG5478462.1	KAG5504773.1	KAG5501213.1
4	4	0.153	CBZ38361.1	*	KAG5466508.1	KAG5492342.1	KAG5491363.1
4	4	0.131	CBZ36531.1	AIO00708.1	*	KAG5496948.1	KAG5495844.1
4	4	0.129	*	AIO00478.1	KAG5472854.1	KAG5498023.1	KAG5496712.1
4	4	0.121	CBZ38348.1	AIO02051.1	KAG5466494.1	*	KAG5491350.1
4	4	0.11	CBZ33088.1	AIN96974.1	KAG5482382.1	*	KAG5504247.1
4	4	0.096	CBZ36709.1	*	KAG5471854.1	KAG5497160.1	KAG5496042.1
4	4	0.0932	CBZ38349.1	AIO02052.1	*	KAG5492328.1	KAG5491351.1
4	4	0.088	CBZ38984.1	AIO02667.1	KAG5465109.1	*	KAG5488951.1
3	20	0.235	*	*	KAG5478500.1,KAG5478501.1,KAG5478502.1,KAG5478503.1,KAG5478504.1,KAG5478505.1,KAG5478506.1,KAG5478507.1,KAG5478508.1,KAG5478509.1,KAG5478510.1,KAG5478511.1,KAG5478512.1,KAG5478513.1,KAG5478514.1	KAG5504809.1	KAG5501276.1,KAG5501277.1,KAG5501278.1,KAG5501279.1
3	15	0.569	CBZ31585.1,CBZ32818.1,CBZ34887.1,CBZ38037.1,CBZ38440.1,CBZ38441.1	AIN95562.1,AIN96726.1,AIN98635.1,AIO00890.1,AIO01744.1,AIO02142.1	*	KAG5505994.1,KAG5505995.1,KAG5511733.1	*
3	8	0.219	*	*	KAG5472953.1,KAG5477245.1	KAG5495495.1,KAG5498122.1,KAG5504708.1,KAG5503261.1	KAG5500184.1,KAG5496812.1
3	8	0.201	*	*	KAG5471696.1	KAG5512385.1,KAG5496981.1	KAG5495873.1,KAG5495884.1,KAG5495913.1,KAG5496472.1,KAG5499327.1
3	7	0.281	CBZ38459.1	AIO02158.1	*	KAG5489143.1,KAG5489162.1,KAG5489163.1,KAG5489164.1,KAG5489165.1	*
3	7	0.272	*	*	KAG5471729.1,KAG5472606.1,KAG5488029.1	KAG5497775.1,KAG5512159.1	KAG5508333.1,KAG5507840.1
3	7	0.232	*	*	KAG5482959.1,KAG5488219.1	KAG5488339.1,KAG5497194.1,KAG5511732.1,KAG5488398.1	KAG5506267.1
3	6	0.641	*	*	KAG5466393.1,KAG5466399.1	KAG5492230.1,KAG5492236.1	KAG5491237.1,KAG5491243.1
3	6	0.638	*	*	KAG5479925.1,KAG5481922.1	KAG5506218.1,KAG5508618.1	KAG5502550.1,KAG5503893.1
3	6	0.44	*	AIN97657.1	KAG5488166.1,KAG5488170.1,KAG5488171.1	*	KAG5508389.1,KAG5508400.1
3	6	0.316	*	*	KAG5469163.1,KAG5472633.1	KAG5497801.1,KAG5494432.1	KAG5493666.1,KAG5496498.1
3	5	0.591	*	*	KAG5477123.1	KAG5493420.1,KAG5503144.1	KAG5491877.1,KAG5500060.1
3	5	0.586	*	*	KAG5464755.1,KAG5464757.1	KAG5489335.1	KAG5488591.1,KAG5488593.1
3	5	0.582	*	*	KAG5470042.1,KAG5470256.1	KAG5495356.1,KAG5495360.1	KAG5494822.1
3	5	0.575	*	*	KAG5466043.1,KAG5486513.1	KAG5511366.1	KAG5490881.1,KAG5506972.1
3	5	0.391	*	AIN98026.1,AIN98027.1	KAG5480427.1,KAG5480428.1	*	KAG5502673.1
3	5	0.371	CBZ31976.1,CBZ31977.1,CBZ31979.1	AIN95933.1	KAG5486000.1	*	*
3	5	0.362	*	*	KAG5467734.1	KAG5493052.1,KAG5493053.1,KAG5493073.1	KAG5491498.1
3	5	0.347	*	*	KAG5479158.1,KAG5487349.1	KAG5505366.1,KAG5511866.1	KAG5501588.1
3	5	0.142	*	*	KAG5466425.1	KAG5491930.1	KAG5491278.1,KAG5491283.1,KAG5491275.1
3	4	0.498	CBZ34898.1,CBZ34899.1	AIN99126.1	*	KAG5502062.1	*
3	4	0.492	*	AIN96264.1	KAG5485368.1,KAG5485370.1	KAG5510429.1	*
3	4	0.49	*	*	KAG5467752.1	KAG5493014.1,KAG5493091.1	KAG5491516.1
3	4	0.478	CBZ32330.1	*	KAG5485369.1,KAG5485371.1	KAG5510430.1	*
3	4	0.448	CBZ34158.1	AIN98415.1	*	KAG5505492.1,KAG5505495.1	*
3	4	0.438	CBZ31780.1,CBZ31781.1	AIN95749.1	KAG5486851.1	*	*
3	4	0.237	CBZ37582.1	AIN97591.1,AIN95878.1	*	KAG5493074.1	*
3	4	0.235	*	*	KAG5478403.1	KAG5504714.1,KAG5504685.1	KAG5501177.1
3	4	0.229	*	*	KAG5471801.1	KAG5497077.1,KAG5497065.1	KAG5495984.1
3	4	0.139	CBZ32160.1,CBZ32162.1	*	KAG5466564.1	KAG5492397.1	*
3	4	0.124	CBZ33086.1	AIN96972.1	*	*	KAG5504242.1,KAG5504243.1
3	3	1	*	*	KAG5470344.1	KAG5495665.1	KAG5494908.1
3	3	1	*	*	KAG5480362.1	KAG5506749.1	KAG5502605.1
3	3	1	*	*	KAG5481802.1	KAG5508497.1	KAG5503773.1
3	3	1	*	*	KAG5482357.1	KAG5508949.1	KAG5504215.1
3	3	0.998	CBZ36433.1	AIO00621.1	*	KAG5496870.1	*
3	3	0.996	*	AIN98377.1	KAG5479246.1	*	KAG5501686.1
3	3	0.994	*	*	KAG5473467.1	KAG5498966.1	KAG5497282.1
3	3	0.994	*	*	KAG5475725.1	KAG5501116.1	KAG5499380.1
3	3	0.993	*	*	KAG5466153.1	KAG5491993.1	KAG5490997.1
3	3	0.993	*	*	KAG5478038.1	KAG5504041.1	KAG5500793.1
3	3	0.993	*	*	KAG5488011.1	KAG5512367.1	KAG5508315.1
3	3	0.992	*	*	KAG5472665.1	KAG5497833.1	KAG5496529.1
3	3	0.992	*	*	KAG5473450.1	KAG5498949.1	KAG5497266.1
3	3	0.992	*	*	KAG5476039.1	KAG5502064.1	KAG5499451.1
3	3	0.992	*	AIN97303.1	KAG5481412.1	*	KAG5503698.1
3	3	0.992	CBZ31411.1	AIN95393.1	*	KAG5512212.1	*
3	3	0.992	CBZ39129.1	AIO02810.1	*	KAG5489836.1	*
3	3	0.991	*	*	KAG5464887.1	KAG5489468.1	KAG5488722.1
3	3	0.991	*	*	KAG5466145.1	KAG5491986.1	KAG5490989.1
3	3	0.991	*	*	KAG5472808.1	KAG5497973.1	KAG5496665.1
3	3	0.991	CBZ33271.1	AIN97148.1	*	KAG5508577.1	*
3	3	0.99	CBZ31212.1	*	KAG5488192.1	*	KAG5508433.1
3	3	0.989	*	*	KAG5487674.1	KAG5512075.1	KAG5507813.1
3	3	0.988	*	*	KAG5472804.1	KAG5497969.1	KAG5496661.1
3	3	0.988	*	*	KAG5474708.1	KAG5499871.1	KAG5498295.1
3	3	0.988	*	*	KAG5478540.1	KAG5504836.1	KAG5501305.1
3	3	0.988	*	*	KAG5482345.1	KAG5508937.1	KAG5504202.1
3	3	0.988	*	*	KAG5487900.1	KAG5512260.1	KAG5507959.1
3	3	0.987	*	*	KAG5477281.1	KAG5503295.1	KAG5500220.1
3	3	0.987	*	*	KAG5483068.1	KAG5509291.1	KAG5504630.1
3	3	0.987	*	*	KAG5487215.1	KAG5511737.1	KAG5507402.1
3	3	0.986	*	*	KAG5464885.1	KAG5489466.1	KAG5488720.1
3	3	0.986	*	*	KAG5465199.1	KAG5489779.1	KAG5489042.1
3	3	0.986	*	*	KAG5465284.1	KAG5489867.1	KAG5489126.1
3	3	0.986	*	*	KAG5469092.1	KAG5494362.1	KAG5493596.1
3	3	0.986	*	*	KAG5474734.1	KAG5499899.1	KAG5498321.1
3	3	0.986	*	*	KAG5480446.1	KAG5506858.1	KAG5488330.1
3	3	0.986	*	*	KAG5486840.1	KAG5511532.1	KAG5507173.1
3	3	0.985	*	*	KAG5471735.1	KAG5497006.1	KAG5495915.1
3	3	0.985	*	*	KAG5479271.1	KAG5505477.1	KAG5501714.1
3	3	0.985	*	*	KAG5483033.1	KAG5509253.1	KAG5504593.1
3	3	0.985	CBZ32256.1	AIN96189.1	*	*	KAG5506359.1
3	3	0.985	CBZ32454.1	AIN96382.1	*	*	KAG5505594.1
3	3	0.984	*	*	KAG5465255.1	KAG5489838.1	KAG5489098.1
3	3	0.984	*	*	KAG5475624.1	KAG5501015.1	KAG5499281.1
3	3	0.984	*	*	KAG5475720.1	KAG5501111.1	KAG5499375.1
3	3	0.984	*	*	KAG5477966.1	KAG5503970.1	KAG5500720.1
3	3	0.984	*	*	KAG5479233.1	KAG5505439.1	KAG5501673.1
3	3	0.984	*	*	KAG5485716.1	KAG5510772.1	KAG5506353.1
3	3	0.984	*	*	KAG5486499.1	KAG5511351.1	KAG5506956.1
3	3	0.984	*	*	KAG5486897.1	KAG5511587.1	KAG5507232.1
3	3	0.984	*	*	KAG5487815.1	KAG5512177.1	KAG5507868.1
3	3	0.984	*	*	KAG5488010.1	KAG5512366.1	KAG5508314.1
3	3	0.983	*	*	KAG5464805.1	KAG5489383.1	KAG5488637.1
3	3	0.983	*	*	KAG5470144.1	KAG5495468.1	KAG5494709.1
3	3	0.983	*	*	KAG5480911.1	KAG5507348.1	KAG5503084.1
3	3	0.983	*	*	KAG5484819.1	KAG5510176.1	KAG5505536.1
3	3	0.983	CBZ35155.1	AIN99374.1	*	KAG5502323.1	*
3	3	0.983	CBZ35324.1	*	KAG5475669.1	*	KAG5499325.1
3	3	0.983	CBZ37569.1	AIN97579.1	*	*	KAG5491528.1
3	3	0.982	*	*	KAG5466130.1	KAG5491971.1	KAG5490974.1
3	3	0.982	*	*	KAG5477129.1	KAG5503150.1	KAG5500067.1
3	3	0.982	*	*	KAG5485660.1	KAG5510718.1	KAG5506298.1
3	3	0.982	*	*	KAG5485986.1	KAG5510985.1	KAG5506543.1
3	3	0.981	*	*	KAG5468985.1	KAG5494248.1	KAG5493488.1
3	3	0.981	*	*	KAG5470392.1	KAG5495716.1	KAG5494959.1
3	3	0.981	*	*	KAG5477159.1	KAG5503179.1	KAG5500097.1
3	3	0.981	*	*	KAG5482448.1	KAG5509032.1	KAG5504315.1
3	3	0.981	*	*	KAG5485320.1	KAG5510383.1	KAG5505883.1
3	3	0.981	CBZ38609.1	AIO02305.1	*	KAG5489304.1	*
3	3	0.981	CBZ38882.1	AIO02569.1	*	KAG5489589.1	*
3	3	0.98	*	*	KAG5464850.1	KAG5489430.1	KAG5488684.1
3	3	0.98	*	*	KAG5467688.1	KAG5493026.1	KAG5491453.1
3	3	0.98	*	*	KAG5478472.1	KAG5504783.1	KAG5501247.1
3	3	0.98	*	*	KAG5480330.1	KAG5506718.1	KAG5502573.1
3	3	0.98	CBZ32388.1	AIN96316.1	*	KAG5510487.1	*
3	3	0.98	CBZ38484.1	AIO02182.1	KAG5464600.1	*	*
3	3	0.979	*	*	KAG5470069.1	KAG5495393.1	KAG5494633.1
3	3	0.979	*	*	KAG5477171.1	KAG5503191.1	KAG5500109.1
3	3	0.979	*	*	KAG5478001.1	KAG5504005.1	KAG5500756.1
3	3	0.979	CBZ36011.1	AIO00223.1	KAG5473649.1	*	*
