# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1603081	1603782	+	KAG5491811.1			hypothetical protein			JIQ42_01719	702	233	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1604512	1605336	+							JIQ42_01720	825		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1604512	1605336	+			KAG5491812.1	hypothetical protein			JIQ42_01720	825		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1604512	1605336	+	KAG5491812.1			hypothetical protein			JIQ42_01720	825	274	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1605717	1606409	+							JIQ42_01721	693		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1605717	1606409	+			KAG5491813.1	hypothetical protein			JIQ42_01721	693		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1605717	1606409	+	KAG5491813.1			hypothetical protein			JIQ42_01721	693	230	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1607929	1608270	+							JIQ42_01722	342		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1607929	1608270	+			KAG5491814.1	hypothetical protein			JIQ42_01722	342		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1607929	1608270	+	KAG5491814.1			hypothetical protein			JIQ42_01722	342	113	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1609146	1611215	+							JIQ42_01723	2070		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1609146	1611215	+			KAG5491815.1	hypothetical protein			JIQ42_01723	2070		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1609146	1611215	+	KAG5491815.1			hypothetical protein			JIQ42_01723	2070	689	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1613264	1627195	+							JIQ42_01724	13932		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1613264	1627195	+			KAG5491816.1	hypothetical protein			JIQ42_01724	13932		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1613264	1627195	+	KAG5491816.1			hypothetical protein			JIQ42_01724	13932	4643	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1628814	1629728	+							JIQ42_01725	915		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1628814	1629728	+			KAG5491817.1	hypothetical protein			JIQ42_01725	915		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1628814	1629728	+	KAG5491817.1			hypothetical protein			JIQ42_01725	915	304	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1632770	1634263	+							JIQ42_01726	1494		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1632770	1634263	+			KAG5491818.1	hypothetical protein			JIQ42_01726	1494		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1632770	1634263	+	KAG5491818.1			hypothetical protein			JIQ42_01726	1494	497	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1635158	1635451	+							JIQ42_01727	294		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1635158	1635451	+			KAG5491819.1	hypothetical protein			JIQ42_01727	294		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1635158	1635451	+	KAG5491819.1			hypothetical protein			JIQ42_01727	294	97	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1636763	1638358	+							JIQ42_01728	1596		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1636763	1638358	+			KAG5491820.1	hypothetical protein			JIQ42_01728	1596		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1636763	1638358	+	KAG5491820.1			hypothetical protein			JIQ42_01728	1596	531	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1639583	1641202	+							JIQ42_01729	1620		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1639583	1641202	+			KAG5491821.1	hypothetical protein			JIQ42_01729	1620		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1639583	1641202	+	KAG5491821.1			hypothetical protein			JIQ42_01729	1620	539	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1644600	1652480	+							JIQ42_01730	7881		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1644600	1652480	+			KAG5491822.1	hypothetical protein			JIQ42_01730	7881		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1644600	1652480	+	KAG5491822.1			hypothetical protein			JIQ42_01730	7881	2626	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1654550	1655065	+							JIQ42_01732	516		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1654550	1655065	+			KAG5491823.1	hypothetical protein			JIQ42_01732	516		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1654550	1655065	+	KAG5491823.1			hypothetical protein			JIQ42_01732	516	171	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1656487	1657299	+							JIQ42_01733	813		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1656487	1657299	+			KAG5491824.1	hypothetical protein			JIQ42_01733	813		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1656487	1657299	+	KAG5491824.1			hypothetical protein			JIQ42_01733	813	270	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1660065	1660382	+							JIQ42_01734	318		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1660065	1660382	+			KAG5491825.1	hypothetical protein			JIQ42_01734	318		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1660065	1660382	+	KAG5491825.1			hypothetical protein			JIQ42_01734	318	105	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1663789	1664076	+							JIQ42_01735	288		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1663789	1664076	+			KAG5491826.1	hypothetical protein			JIQ42_01735	288		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1663789	1664076	+	KAG5491826.1			hypothetical protein			JIQ42_01735	288	95	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1667333	1671445	+							JIQ42_01736	4113		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1667333	1671445	+			KAG5491827.1	hypothetical protein			JIQ42_01736	4113		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1667333	1671445	+	KAG5491827.1			hypothetical protein			JIQ42_01736	4113	1370	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1672491	1674986	+							JIQ42_01737	2496		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1672491	1674986	+			KAG5491828.1	hypothetical protein			JIQ42_01737	2496		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1672491	1674986	+	KAG5491828.1			hypothetical protein			JIQ42_01737	2496	831	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1676102	1676548	+							JIQ42_01738	447		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1676102	1676548	+			KAG5491829.1	hypothetical protein			JIQ42_01738	447		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1676102	1676548	+	KAG5491829.1			hypothetical protein			JIQ42_01738	447	148	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1677788	1679224	+							JIQ42_01739	1437		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1677788	1679224	+			KAG5491830.1	hypothetical protein			JIQ42_01739	1437		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1677788	1679224	+	KAG5491830.1			hypothetical protein			JIQ42_01739	1437	478	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1679620	1681140	+							JIQ42_01740	1521		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1679620	1681140	+			KAG5491831.1	hypothetical protein			JIQ42_01740	1521		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1679620	1681140	+	KAG5491831.1			hypothetical protein			JIQ42_01740	1521	506	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1681676	1681987	+							JIQ42_01741	312		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1681676	1681987	+			KAG5491832.1	hypothetical protein			JIQ42_01741	312		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1681676	1681987	+	KAG5491832.1			hypothetical protein			JIQ42_01741	312	103	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1683540	1684538	+							JIQ42_01742	999		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1683540	1684538	+			KAG5491833.1	hypothetical protein			JIQ42_01742	999		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1683540	1684538	+	KAG5491833.1			hypothetical protein			JIQ42_01742	999	332	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1685474	1686466	+							JIQ42_01743	993		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1685474	1686466	+			KAG5491834.1	hypothetical protein			JIQ42_01743	993		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1685474	1686466	+	KAG5491834.1			hypothetical protein			JIQ42_01743	993	330	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1687176	1688426	+							JIQ42_01744	1251		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1687176	1688426	+			KAG5491835.1	hypothetical protein			JIQ42_01744	1251		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1687176	1688426	+	KAG5491835.1			hypothetical protein			JIQ42_01744	1251	416	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1689239	1691272	+							JIQ42_01745	2034		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1689239	1691272	+			KAG5491836.1	hypothetical protein			JIQ42_01745	2034		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1689239	1691272	+	KAG5491836.1			hypothetical protein			JIQ42_01745	2034	677	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1692962	1695673	+							JIQ42_01746	2712		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1692962	1695673	+			KAG5491837.1	hypothetical protein			JIQ42_01746	2712		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1692962	1695673	+	KAG5491837.1			hypothetical protein			JIQ42_01746	2712	903	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1697369	1699417	+							JIQ42_01747	2049		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1697369	1699417	+			KAG5491838.1	hypothetical protein			JIQ42_01747	2049		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1697369	1699417	+	KAG5491838.1			hypothetical protein			JIQ42_01747	2049	682	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1700723	1701514	+							JIQ42_01748	792		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1700723	1701514	+			KAG5491839.1	hypothetical protein			JIQ42_01748	792		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1700723	1701514	+	KAG5491839.1			hypothetical protein			JIQ42_01748	792	263	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1702860	1704374	+							JIQ42_01749	1515		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1702860	1704374	+			KAG5491840.1	hypothetical protein			JIQ42_01749	1515		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1702860	1704374	+	KAG5491840.1			hypothetical protein			JIQ42_01749	1515	504	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1705818	1706747	+							JIQ42_01750	930		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1705818	1706747	+			KAG5491841.1	hypothetical protein			JIQ42_01750	930		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1705818	1706747	+	KAG5491841.1			hypothetical protein			JIQ42_01750	930	309	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1707491	1715278	+							JIQ42_01751	7788		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1707491	1715278	+			KAG5491842.1	hypothetical protein			JIQ42_01751	7788		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1707491	1715278	+	KAG5491842.1			hypothetical protein			JIQ42_01751	7788	2595	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1716008	1716940	+							JIQ42_01752	933		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1716008	1716940	+			KAG5491843.1	hypothetical protein			JIQ42_01752	933		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1716008	1716940	+	KAG5491843.1			hypothetical protein			JIQ42_01752	933	310	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1718006	1720462	+							JIQ42_01753	2457		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1718006	1720462	+			KAG5491844.1	hypothetical protein			JIQ42_01753	2457		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1718006	1720462	+	KAG5491844.1			hypothetical protein			JIQ42_01753	2457	818	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1721793	1723193	+							JIQ42_01754	1401		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1721793	1723193	+			KAG5491845.1	hypothetical protein			JIQ42_01754	1401		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1721793	1723193	+	KAG5491845.1			hypothetical protein			JIQ42_01754	1401	466	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1724100	1726079	+							JIQ42_01755	1980		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1724100	1726079	+			KAG5491846.1	hypothetical protein			JIQ42_01755	1980		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1724100	1726079	+	KAG5491846.1			hypothetical protein			JIQ42_01755	1980	659	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1726845	1739570	+							JIQ42_01756	12726		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1726845	1739570	+			KAG5491847.1	hypothetical protein			JIQ42_01756	12726		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1726845	1739570	+	KAG5491847.1			hypothetical protein			JIQ42_01756	12726	4241	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1740768	1741214	+							JIQ42_01757	447		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1740768	1741214	+			KAG5491848.1	hypothetical protein			JIQ42_01757	447		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1740768	1741214	+	KAG5491848.1			hypothetical protein			JIQ42_01757	447	148	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1741998	1743752	+							JIQ42_01758	1755		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1741998	1743752	+			KAG5491849.1	hypothetical protein			JIQ42_01758	1755		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1741998	1743752	+	KAG5491849.1			hypothetical protein			JIQ42_01758	1755	584	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1745067	1745996	+							JIQ42_01759	930		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1745067	1745996	+			KAG5491850.1	hypothetical protein			JIQ42_01759	930		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1745067	1745996	+	KAG5491850.1			hypothetical protein			JIQ42_01759	930	309	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1746949	1747614	+							JIQ42_01760	666		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1746949	1747614	+			KAG5491851.1	hypothetical protein			JIQ42_01760	666		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1746949	1747614	+	KAG5491851.1			hypothetical protein			JIQ42_01760	666	221	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1748172	1749671	+							JIQ42_01761	1500		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1748172	1749671	+			KAG5491852.1	hypothetical protein			JIQ42_01761	1500		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1748172	1749671	+	KAG5491852.1			hypothetical protein			JIQ42_01761	1500	499	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1750788	1751399	+							JIQ42_01762	612		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1750788	1751399	+			KAG5491853.1	hypothetical protein			JIQ42_01762	612		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1750788	1751399	+	KAG5491853.1			hypothetical protein			JIQ42_01762	612	203	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1752068	1752364	+							JIQ42_01763	297		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1752068	1752364	+			KAG5491854.1	hypothetical protein			JIQ42_01763	297		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1752068	1752364	+	KAG5491854.1			hypothetical protein			JIQ42_01763	297	98	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1752975	1754207	+							JIQ42_01764	1233		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1752975	1754207	+			KAG5491855.1	hypothetical protein			JIQ42_01764	1233		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1752975	1754207	+	KAG5491855.1			hypothetical protein			JIQ42_01764	1233	410	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1754884	1756662	+							JIQ42_01765	1779		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1754884	1756662	+			KAG5491856.1	hypothetical protein			JIQ42_01765	1779		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1754884	1756662	+	KAG5491856.1			hypothetical protein			JIQ42_01765	1779	592	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1757946	1758173	+							JIQ42_01766	228		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1757946	1758173	+			KAG5491857.1	hypothetical protein			JIQ42_01766	228		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1757946	1758173	+	KAG5491857.1			hypothetical protein			JIQ42_01766	228	75	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1759856	1760590	+							JIQ42_01767	735		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1759856	1760590	+			KAG5491858.1	hypothetical protein			JIQ42_01767	735		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1759856	1760590	+	KAG5491858.1			hypothetical protein			JIQ42_01767	735	244	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1762054	1762710	+							JIQ42_01768	657		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1762054	1762710	+			KAG5491859.1	hypothetical protein			JIQ42_01768	657		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1762054	1762710	+	KAG5491859.1			hypothetical protein			JIQ42_01768	657	218	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1763648	1764445	+							JIQ42_01769	798		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1763648	1764445	+			KAG5491860.1	hypothetical protein			JIQ42_01769	798		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1763648	1764445	+	KAG5491860.1			hypothetical protein			JIQ42_01769	798	265	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1765893	1769483	+							JIQ42_01770	3591		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1765893	1769483	+			KAG5491861.1	hypothetical protein			JIQ42_01770	3591		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1765893	1769483	+	KAG5491861.1			hypothetical protein			JIQ42_01770	3591	1196	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1770744	1771082	+							JIQ42_01771	339		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1770744	1771082	+			KAG5491862.1	hypothetical protein			JIQ42_01771	339		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1770744	1771082	+	KAG5491862.1			hypothetical protein			JIQ42_01771	339	112	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1771772	1772434	+							JIQ42_01772	663		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1771772	1772434	+			KAG5491863.1	hypothetical protein			JIQ42_01772	663		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1771772	1772434	+	KAG5491863.1			hypothetical protein			JIQ42_01772	663	220	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1773170	1773508	+							JIQ42_01773	339		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1773170	1773508	+			KAG5491864.1	hypothetical protein			JIQ42_01773	339		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1773170	1773508	+	KAG5491864.1			hypothetical protein			JIQ42_01773	339	112	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1774120	1774809	+							JIQ42_01774	690		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1774120	1774809	+			KAG5491865.1	hypothetical protein			JIQ42_01774	690		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1774120	1774809	+	KAG5491865.1			hypothetical protein			JIQ42_01774	690	229	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1775318	1775980	+							JIQ42_01775	663		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1775318	1775980	+			KAG5491866.1	hypothetical protein			JIQ42_01775	663		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1775318	1775980	+	KAG5491866.1			hypothetical protein			JIQ42_01775	663	220	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1777429	1784745	+							JIQ42_01776	7317		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1777429	1784745	+			KAG5491867.1	hypothetical protein			JIQ42_01776	7317		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1777429	1784745	+	KAG5491867.1			hypothetical protein			JIQ42_01776	7317	2438	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1785691	1786017	+							JIQ42_01777	327		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1785691	1786017	+			KAG5491868.1	hypothetical protein			JIQ42_01777	327		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1785691	1786017	+	KAG5491868.1			hypothetical protein			JIQ42_01777	327	108	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1786617	1787693	+							JIQ42_01778	1077		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1786617	1787693	+			KAG5491869.1	hypothetical protein			JIQ42_01778	1077		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1786617	1787693	+	KAG5491869.1			hypothetical protein			JIQ42_01778	1077	358	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1788683	1789855	+							JIQ42_01779	1173		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1788683	1789855	+			KAG5491870.1	hypothetical protein			JIQ42_01779	1173		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1788683	1789855	+	KAG5491870.1			hypothetical protein			JIQ42_01779	1173	390	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1791383	1791742	+							JIQ42_01780	360		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1791383	1791742	+			KAG5491871.1	hypothetical protein			JIQ42_01780	360		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1791383	1791742	+	KAG5491871.1			hypothetical protein			JIQ42_01780	360	119	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1792704	1793681	+							JIQ42_01781	978		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1792704	1793681	+			KAG5491872.1	hypothetical protein			JIQ42_01781	978		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1792704	1793681	+	KAG5491872.1			hypothetical protein			JIQ42_01781	978	325	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1795707	1796786	+							JIQ42_01782	1080		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1795707	1796786	+			KAG5491873.1	hypothetical protein			JIQ42_01782	1080		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	34	CM030573.1	1795707	1796786	+	KAG5491873.1			hypothetical protein			JIQ42_01782	1080	359	
