# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1441426	1442427	-							LSCM4_00386	1002		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1441426	1442427	-			KAG5464938.1	hypothetical protein			LSCM4_00386	1002		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1441426	1442427	-	KAG5464938.1			hypothetical protein			LSCM4_00386	1002	333	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1443092	1444513	-							LSCM4_00387	1422		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1443092	1444513	-			KAG5464939.1	hypothetical protein			LSCM4_00387	1422		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1443092	1444513	-	KAG5464939.1			hypothetical protein			LSCM4_00387	1422	473	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1446700	1448334	-							LSCM4_00388	1635		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1446700	1448334	-			KAG5464940.1	hypothetical protein			LSCM4_00388	1635		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1446700	1448334	-	KAG5464940.1			hypothetical protein			LSCM4_00388	1635	544	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1450078	1450389	-							LSCM4_00389	312		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1450078	1450389	-			KAG5464941.1	hypothetical protein			LSCM4_00389	312		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1450078	1450389	-	KAG5464941.1			hypothetical protein			LSCM4_00389	312	103	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1452914	1453798	-							LSCM4_00390	885		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1452914	1453798	-			KAG5464942.1	hypothetical protein			LSCM4_00390	885		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1452914	1453798	-	KAG5464942.1			hypothetical protein			LSCM4_00390	885	294	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1454271	1454636	-							LSCM4_00391	366		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1454271	1454636	-			KAG5464943.1	hypothetical protein			LSCM4_00391	366		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1454271	1454636	-	KAG5464943.1			hypothetical protein			LSCM4_00391	366	121	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1455152	1456333	-							LSCM4_00392	1182		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1455152	1456333	-			KAG5464944.1	hypothetical protein			LSCM4_00392	1182		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1455152	1456333	-	KAG5464944.1			hypothetical protein			LSCM4_00392	1182	393	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1456785	1457378	-							LSCM4_00393	594		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1456785	1457378	-			KAG5464945.1	hypothetical protein			LSCM4_00393	594		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1456785	1457378	-	KAG5464945.1			hypothetical protein			LSCM4_00393	594	197	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1458264	1460021	-							LSCM4_00394	1758		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1458264	1460021	-			KAG5464946.1	hypothetical protein			LSCM4_00394	1758		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1458264	1460021	-	KAG5464946.1			hypothetical protein			LSCM4_00394	1758	585	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1460335	1461000	-							LSCM4_00395	666		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1460335	1461000	-			KAG5464947.1	hypothetical protein			LSCM4_00395	666		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1460335	1461000	-	KAG5464947.1			hypothetical protein			LSCM4_00395	666	221	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1461904	1462839	+							LSCM4_00396	936		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1461904	1462839	+			KAG5464948.1	hypothetical protein			LSCM4_00396	936		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1461904	1462839	+	KAG5464948.1			hypothetical protein			LSCM4_00396	936	311	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1463206	1463673	+							LSCM4_00397	468		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1463206	1463673	+			KAG5464949.1	hypothetical protein			LSCM4_00397	468		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1463206	1463673	+	KAG5464949.1			hypothetical protein			LSCM4_00397	468	155	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1464245	1467178	+							LSCM4_00398	2934		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1464245	1467178	+			KAG5464950.1	hypothetical protein			LSCM4_00398	2934		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1464245	1467178	+	KAG5464950.1			hypothetical protein			LSCM4_00398	2934	977	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1467882	1471112	+							LSCM4_00399	3231		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1467882	1471112	+			KAG5464951.1	hypothetical protein			LSCM4_00399	3231		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1467882	1471112	+	KAG5464951.1			hypothetical protein			LSCM4_00399	3231	1076	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1472513	1473097	+							LSCM4_00400	585		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1472513	1473097	+			KAG5464952.1	hypothetical protein			LSCM4_00400	585		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1472513	1473097	+	KAG5464952.1			hypothetical protein			LSCM4_00400	585	194	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1480542	1481900	+							LSCM4_00401	1359		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1480542	1481900	+			KAG5464953.1	hypothetical protein			LSCM4_00401	1359		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1480542	1481900	+	KAG5464953.1			hypothetical protein			LSCM4_00401	1359	452	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1483024	1484910	+							LSCM4_00402	1887		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1483024	1484910	+			KAG5464954.1	hypothetical protein			LSCM4_00402	1887		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1483024	1484910	+	KAG5464954.1			hypothetical protein			LSCM4_00402	1887	628	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1485993	1486571	+							LSCM4_00403	579		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1485993	1486571	+			KAG5464955.1	hypothetical protein			LSCM4_00403	579		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1485993	1486571	+	KAG5464955.1			hypothetical protein			LSCM4_00403	579	192	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1486828	1487040	+							LSCM4_00404	213		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1486828	1487040	+			KAG5464956.1	hypothetical protein			LSCM4_00404	213		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1486828	1487040	+	KAG5464956.1			hypothetical protein			LSCM4_00404	213	70	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1487368	1487874	+							LSCM4_00405	507		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1487368	1487874	+			KAG5464957.1	hypothetical protein			LSCM4_00405	507		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1487368	1487874	+	KAG5464957.1			hypothetical protein			LSCM4_00405	507	168	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1488613	1488873	+							LSCM4_00406	261		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1488613	1488873	+			KAG5464958.1	hypothetical protein			LSCM4_00406	261		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1488613	1488873	+	KAG5464958.1			hypothetical protein			LSCM4_00406	261	86	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1489542	1490186	+							LSCM4_00407	645		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1489542	1490186	+			KAG5464959.1	hypothetical protein			LSCM4_00407	645		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1489542	1490186	+	KAG5464959.1			hypothetical protein			LSCM4_00407	645	214	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1491140	1491451	+							LSCM4_00408	312		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1491140	1491451	+			KAG5464960.1	hypothetical protein			LSCM4_00408	312		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1491140	1491451	+	KAG5464960.1			hypothetical protein			LSCM4_00408	312	103	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1493197	1494147	+							LSCM4_00409	951		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1493197	1494147	+			KAG5464961.1	hypothetical protein			LSCM4_00409	951		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1493197	1494147	+	KAG5464961.1			hypothetical protein			LSCM4_00409	951	316	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1496327	1499209	+							LSCM4_00410	2883		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1496327	1499209	+			KAG5464962.1	hypothetical protein			LSCM4_00410	2883		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1496327	1499209	+	KAG5464962.1			hypothetical protein			LSCM4_00410	2883	960	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1500182	1501315	+							LSCM4_00411	1134		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1500182	1501315	+			KAG5464963.1	hypothetical protein			LSCM4_00411	1134		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1500182	1501315	+	KAG5464963.1			hypothetical protein			LSCM4_00411	1134	377	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1503696	1504091	+							LSCM4_00412	396		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1503696	1504091	+			KAG5464964.1	hypothetical protein			LSCM4_00412	396		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1503696	1504091	+	KAG5464964.1			hypothetical protein			LSCM4_00412	396	131	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1505849	1506787	+							LSCM4_00413	939		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1505849	1506787	+			KAG5464965.1	hypothetical protein			LSCM4_00413	939		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1505849	1506787	+	KAG5464965.1			hypothetical protein			LSCM4_00413	939	312	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1509939	1510184	+							LSCM4_00414	246		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1509939	1510184	+			KAG5464966.1	hypothetical protein			LSCM4_00414	246		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1509939	1510184	+	KAG5464966.1			hypothetical protein			LSCM4_00414	246	81	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1511661	1513547	+							LSCM4_00415	1887		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1511661	1513547	+			KAG5464967.1	hypothetical protein			LSCM4_00415	1887		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1511661	1513547	+	KAG5464967.1			hypothetical protein			LSCM4_00415	1887	628	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1516052	1516729	+							LSCM4_00416	678		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1516052	1516729	+			KAG5464968.1	hypothetical protein			LSCM4_00416	678		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1516052	1516729	+	KAG5464968.1			hypothetical protein			LSCM4_00416	678	225	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1520145	1522163	+							LSCM4_00417	2019		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1520145	1522163	+			KAG5464969.1	hypothetical protein			LSCM4_00417	2019		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1520145	1522163	+	KAG5464969.1			hypothetical protein			LSCM4_00417	2019	672	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1523446	1525938	+							LSCM4_00418	2493		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1523446	1525938	+			KAG5464970.1	hypothetical protein			LSCM4_00418	2493		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1523446	1525938	+	KAG5464970.1			hypothetical protein			LSCM4_00418	2493	830	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1526498	1527568	+							LSCM4_00419	1071		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1526498	1527568	+			KAG5464971.1	hypothetical protein			LSCM4_00419	1071		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1526498	1527568	+	KAG5464971.1			hypothetical protein			LSCM4_00419	1071	356	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1528962	1530149	+							LSCM4_00420	1188		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1528962	1530149	+			KAG5464972.1	hypothetical protein			LSCM4_00420	1188		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1528962	1530149	+	KAG5464972.1			hypothetical protein			LSCM4_00420	1188	395	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1530994	1531818	+							LSCM4_00421	825		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1530994	1531818	+			KAG5464973.1	hypothetical protein			LSCM4_00421	825		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1530994	1531818	+	KAG5464973.1			hypothetical protein			LSCM4_00421	825	274	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1532205	1533974	+							LSCM4_00422	1770		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1532205	1533974	+			KAG5464974.1	hypothetical protein			LSCM4_00422	1770		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1532205	1533974	+	KAG5464974.1			hypothetical protein			LSCM4_00422	1770	589	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1536605	1537006	+							LSCM4_00423	402		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1536605	1537006	+			KAG5464975.1	hypothetical protein			LSCM4_00423	402		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1536605	1537006	+	KAG5464975.1			hypothetical protein			LSCM4_00423	402	133	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1538008	1542387	+							LSCM4_00424	4380		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1538008	1542387	+			KAG5464976.1	hypothetical protein			LSCM4_00424	4380		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1538008	1542387	+	KAG5464976.1			hypothetical protein			LSCM4_00424	4380	1459	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1543551	1546787	+							LSCM4_00425	3237		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1543551	1546787	+			KAG5464977.1	hypothetical protein			LSCM4_00425	3237		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1543551	1546787	+	KAG5464977.1			hypothetical protein			LSCM4_00425	3237	1078	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1550269	1551690	+							LSCM4_00426	1422		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1550269	1551690	+			KAG5464978.1	hypothetical protein			LSCM4_00426	1422		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1550269	1551690	+	KAG5464978.1			hypothetical protein			LSCM4_00426	1422	473	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1553248	1556286	+							LSCM4_00427	3039		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1553248	1556286	+			KAG5464979.1	hypothetical protein			LSCM4_00427	3039		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1553248	1556286	+	KAG5464979.1			hypothetical protein			LSCM4_00427	3039	1012	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1557611	1562368	+							LSCM4_00428	4758		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1557611	1562368	+			KAG5464980.1	hypothetical protein			LSCM4_00428	4758		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1557611	1562368	+	KAG5464980.1			hypothetical protein			LSCM4_00428	4758	1585	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1563546	1563929	+							LSCM4_00429	384		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1563546	1563929	+			KAG5464981.1	hypothetical protein			LSCM4_00429	384		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1563546	1563929	+	KAG5464981.1			hypothetical protein			LSCM4_00429	384	127	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1565553	1566644	+							LSCM4_00430	1092		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1565553	1566644	+			KAG5464982.1	hypothetical protein			LSCM4_00430	1092		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1565553	1566644	+	KAG5464982.1			hypothetical protein			LSCM4_00430	1092	363	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1568704	1569348	+							LSCM4_00431	645		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1568704	1569348	+			KAG5464983.1	hypothetical protein			LSCM4_00431	645		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1568704	1569348	+	KAG5464983.1			hypothetical protein			LSCM4_00431	645	214	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1571403	1573619	+							LSCM4_00432	2217		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1571403	1573619	+			KAG5464984.1	hypothetical protein			LSCM4_00432	2217		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1571403	1573619	+	KAG5464984.1			hypothetical protein			LSCM4_00432	2217	738	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1575478	1576062	+							LSCM4_00433	585		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1575478	1576062	+			KAG5464985.1	hypothetical protein			LSCM4_00433	585		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1575478	1576062	+	KAG5464985.1			hypothetical protein			LSCM4_00433	585	194	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1577482	1579059	+							LSCM4_00434	1578		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1577482	1579059	+			KAG5464986.1	hypothetical protein			LSCM4_00434	1578		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1577482	1579059	+	KAG5464986.1			hypothetical protein			LSCM4_00434	1578	525	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1580049	1580876	+							LSCM4_00435	828		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1580049	1580876	+			KAG5464987.1	hypothetical protein			LSCM4_00435	828		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1580049	1580876	+	KAG5464987.1			hypothetical protein			LSCM4_00435	828	275	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1582288	1586952	+							LSCM4_00436	4665		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1582288	1586952	+			KAG5464988.1	hypothetical protein			LSCM4_00436	4587		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1582288	1586952	+	KAG5464988.1			hypothetical protein			LSCM4_00436	4587	1528	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1588100	1589338	+							LSCM4_00437	1239		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1588100	1589338	+			KAG5464989.1	hypothetical protein			LSCM4_00437	1239		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1588100	1589338	+	KAG5464989.1			hypothetical protein			LSCM4_00437	1239	412	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1590701	1592041	+							LSCM4_00438	1341		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1590701	1592041	+			KAG5464990.1	hypothetical protein			LSCM4_00438	1341		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1590701	1592041	+	KAG5464990.1			hypothetical protein			LSCM4_00438	1341	446	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1592780	1594852	+							LSCM4_00439	2073		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1592780	1594852	+			KAG5464991.1	hypothetical protein			LSCM4_00439	2073		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1592780	1594852	+	KAG5464991.1			hypothetical protein			LSCM4_00439	2073	690	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1596969	1598012	+							LSCM4_00440	1044		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1596969	1598012	+			KAG5464992.1	hypothetical protein			LSCM4_00440	1044		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1596969	1598012	+	KAG5464992.1			hypothetical protein			LSCM4_00440	1044	347	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1604657	1606240	+							LSCM4_00441	1584		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1604657	1606240	+			KAG5464993.1	hypothetical protein			LSCM4_00441	1584		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1604657	1606240	+	KAG5464993.1			hypothetical protein			LSCM4_00441	1584	527	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1607494	1608801	+							LSCM4_00442	1308		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1607494	1608801	+			KAG5464994.1	hypothetical protein			LSCM4_00442	1308		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1607494	1608801	+	KAG5464994.1			hypothetical protein			LSCM4_00442	1308	435	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1610775	1615178	+							LSCM4_00443	4404		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1610775	1615178	+			KAG5464995.1	hypothetical protein			LSCM4_00443	4404		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1610775	1615178	+	KAG5464995.1			hypothetical protein			LSCM4_00443	4404	1467	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1616620	1619652	+							LSCM4_00444	3033		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1616620	1619652	+			KAG5464996.1	hypothetical protein			LSCM4_00444	3033		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1616620	1619652	+	KAG5464996.1			hypothetical protein			LSCM4_00444	3033	1010	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1620226	1620780	+							LSCM4_00445	555		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1620226	1620780	+			KAG5464997.1	hypothetical protein			LSCM4_00445	555		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1620226	1620780	+	KAG5464997.1			hypothetical protein			LSCM4_00445	555	184	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1622161	1622871	+							LSCM4_00446	711		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1622161	1622871	+			KAG5464998.1	hypothetical protein			LSCM4_00446	711		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1622161	1622871	+	KAG5464998.1			hypothetical protein			LSCM4_00446	711	236	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1625356	1625955	+							LSCM4_00447	600		
mRNA		GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1625356	1625955	+			KAG5464999.1	hypothetical protein			LSCM4_00447	600		
CDS	with_protein	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1625356	1625955	+	KAG5464999.1			hypothetical protein			LSCM4_00447	600	199	
gene	protein_coding	GCA_017916335.1	Primary Assembly	chromosome	36	CM030467.1	1630376	1632355	+							LSCM4_00449	1980		
