# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1623478	1624482	+	KAG5494519.1			hypothetical protein			GH5_02542	1005	334	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1625498	1625821	+							GH5_02543	324		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1625498	1625821	+			KAG5494520.1	hypothetical protein			GH5_02543	324		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1625498	1625821	+	KAG5494520.1			hypothetical protein			GH5_02543	324	107	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1627071	1629872	+							GH5_02544	2802		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1627071	1629872	+			KAG5494521.1	hypothetical protein			GH5_02544	2802		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1627071	1629872	+	KAG5494521.1			hypothetical protein			GH5_02544	2802	933	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1631049	1631966	+							GH5_02545	918		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1631049	1631966	+			KAG5494522.1	hypothetical protein			GH5_02545	918		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1631049	1631966	+	KAG5494522.1			hypothetical protein			GH5_02545	918	305	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1634695	1635099	+							GH5_02546	405		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1634695	1635099	+			KAG5494523.1	hypothetical protein			GH5_02546	405		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1634695	1635099	+	KAG5494523.1			hypothetical protein			GH5_02546	405	134	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1637435	1639096	+							GH5_02547	1662		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1637435	1639096	+			KAG5494524.1	hypothetical protein			GH5_02547	1662		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1637435	1639096	+	KAG5494524.1			hypothetical protein			GH5_02547	1662	553	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1639758	1640078	+							GH5_02548	321		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1639758	1640078	+			KAG5494525.1	hypothetical protein			GH5_02548	321		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1639758	1640078	+	KAG5494525.1			hypothetical protein			GH5_02548	321	106	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1640672	1641073	+							GH5_02549	402		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1640672	1641073	+			KAG5494526.1	hypothetical protein			GH5_02549	402		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1640672	1641073	+	KAG5494526.1			hypothetical protein			GH5_02549	402	133	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1642604	1644022	+							GH5_02550	1419		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1642604	1644022	+			KAG5494527.1	hypothetical protein			GH5_02550	1419		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1642604	1644022	+	KAG5494527.1			hypothetical protein			GH5_02550	1419	472	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1645160	1648009	+							GH5_02551	2850		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1645160	1648009	+			KAG5494528.1	hypothetical protein			GH5_02551	2850		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1645160	1648009	+	KAG5494528.1			hypothetical protein			GH5_02551	2850	949	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1648498	1649682	+							GH5_02552	1185		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1648498	1649682	+			KAG5494529.1	hypothetical protein			GH5_02552	1185		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	33	CM030500.1	1648498	1649682	+	KAG5494529.1			hypothetical protein			GH5_02552	1185	394	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	5822	6100	-							GH5_01741	279		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	5822	6100	-			KAG5493014.1	hypothetical protein			GH5_01741	279		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	5822	6100	-	KAG5493014.1			hypothetical protein			GH5_01741	279	92	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	7101	7940	-							GH5_01742	840		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	7101	7940	-			KAG5493015.1	hypothetical protein			GH5_01742	840		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	7101	7940	-	KAG5493015.1			hypothetical protein			GH5_01742	840	279	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	43362	43916	-							GH5_01743	555		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	43362	43916	-			KAG5493016.1	hypothetical protein			GH5_01743	555		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	43362	43916	-	KAG5493016.1			hypothetical protein			GH5_01743	555	184	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	45322	45903	-							GH5_01744	582		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	45322	45903	-			KAG5493017.1	hypothetical protein			GH5_01744	582		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	45322	45903	-	KAG5493017.1			hypothetical protein			GH5_01744	582	193	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	67222	68142	-							GH5_01745	921		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	67222	68142	-			KAG5493018.1	hypothetical protein			GH5_01745	921		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	67222	68142	-	KAG5493018.1			hypothetical protein			GH5_01745	921	306	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	69952	71289	+							GH5_01746	1338		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	69952	71289	+			KAG5493019.1	hypothetical protein			GH5_01746	1338		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	69952	71289	+	KAG5493019.1			hypothetical protein			GH5_01746	1338	445	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	72023	73045	+							GH5_01747	1023		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	72023	73045	+			KAG5493020.1	hypothetical protein			GH5_01747	1023		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	72023	73045	+	KAG5493020.1			hypothetical protein			GH5_01747	1023	340	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	74236	76362	+							GH5_01748	2127		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	74236	76362	+			KAG5493021.1	hypothetical protein			GH5_01748	2127		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	74236	76362	+	KAG5493021.1			hypothetical protein			GH5_01748	2127	708	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	76858	78609	+							GH5_01749	1752		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	76858	78609	+			KAG5493022.1	hypothetical protein			GH5_01749	1752		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	76858	78609	+	KAG5493022.1			hypothetical protein			GH5_01749	1752	583	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	80819	84031	+							GH5_01750	3213		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	80819	84031	+			KAG5493023.1	hypothetical protein			GH5_01750	3213		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	80819	84031	+	KAG5493023.1			hypothetical protein			GH5_01750	3213	1070	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	85179	86156	+							GH5_01751	978		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	85179	86156	+			KAG5493024.1	hypothetical protein			GH5_01751	978		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	85179	86156	+	KAG5493024.1			hypothetical protein			GH5_01751	978	325	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	88883	90571	+							GH5_01752	1689		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	88883	90571	+			KAG5493025.1	hypothetical protein			GH5_01752	1689		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	88883	90571	+	KAG5493025.1			hypothetical protein			GH5_01752	1689	562	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	92285	93061	+							GH5_01753	777		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	92285	93061	+			KAG5493026.1	hypothetical protein			GH5_01753	777		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	92285	93061	+	KAG5493026.1			hypothetical protein			GH5_01753	777	258	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	94796	95659	+							GH5_01754	864		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	94796	95659	+			KAG5493027.1	hypothetical protein			GH5_01754	864		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	94796	95659	+	KAG5493027.1			hypothetical protein			GH5_01754	864	287	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	96885	98687	+							GH5_01755	1803		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	96885	98687	+			KAG5493028.1	hypothetical protein			GH5_01755	1803		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	96885	98687	+	KAG5493028.1			hypothetical protein			GH5_01755	1803	600	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	99650	101935	+							GH5_01756	2286		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	99650	101935	+			KAG5493029.1	hypothetical protein			GH5_01756	2286		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	99650	101935	+	KAG5493029.1			hypothetical protein			GH5_01756	2286	761	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	102743	103399	+							GH5_01757	657		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	102743	103399	+			KAG5493030.1	hypothetical protein			GH5_01757	657		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	102743	103399	+	KAG5493030.1			hypothetical protein			GH5_01757	657	218	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	108391	109080	+							GH5_01758	690		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	108391	109080	+			KAG5493031.1	hypothetical protein			GH5_01758	690		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	108391	109080	+	KAG5493031.1			hypothetical protein			GH5_01758	690	229	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	110132	111160	+							GH5_01759	1029		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	110132	111160	+			KAG5493032.1	hypothetical protein			GH5_01759	1029		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	110132	111160	+	KAG5493032.1			hypothetical protein			GH5_01759	1029	342	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	111897	112850	+							GH5_01760	954		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	111897	112850	+			KAG5493033.1	hypothetical protein			GH5_01760	954		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	111897	112850	+	KAG5493033.1			hypothetical protein			GH5_01760	954	317	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	115486	116481	+							GH5_01761	996		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	115486	116481	+			KAG5493034.1	hypothetical protein			GH5_01761	996		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	115486	116481	+	KAG5493034.1			hypothetical protein			GH5_01761	996	331	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	119184	120173	+							GH5_01762	990		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	119184	120173	+			KAG5493035.1	hypothetical protein			GH5_01762	990		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	119184	120173	+	KAG5493035.1			hypothetical protein			GH5_01762	990	329	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	121340	121543	+							GH5_01763	204		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	121340	121543	+			KAG5493036.1	hypothetical protein			GH5_01763	204		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	121340	121543	+	KAG5493036.1			hypothetical protein			GH5_01763	204	67	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	122877	123431	+							GH5_01764	555		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	122877	123431	+			KAG5493037.1	hypothetical protein			GH5_01764	555		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	122877	123431	+	KAG5493037.1			hypothetical protein			GH5_01764	555	184	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	125746	126711	+							GH5_01765	966		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	125746	126711	+			KAG5493038.1	hypothetical protein			GH5_01765	966		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	125746	126711	+	KAG5493038.1			hypothetical protein			GH5_01765	966	321	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	127698	129560	+							GH5_01766	1863		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	127698	129560	+			KAG5493039.1	hypothetical protein			GH5_01766	1863		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	127698	129560	+	KAG5493039.1			hypothetical protein			GH5_01766	1863	620	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	133288	135771	+							GH5_01767	2484		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	133288	135771	+			KAG5493040.1	hypothetical protein			GH5_01767	2484		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	133288	135771	+	KAG5493040.1			hypothetical protein			GH5_01767	2484	827	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	147813	148865	+							GH5_01770	1053		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	147813	148865	+			KAG5493041.1	hypothetical protein			GH5_01770	1053		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	147813	148865	+	KAG5493041.1			hypothetical protein			GH5_01770	1053	350	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	149856	152015	+							GH5_01771	2160		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	149856	152015	+			KAG5493042.1	hypothetical protein			GH5_01771	2160		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	149856	152015	+	KAG5493042.1			hypothetical protein			GH5_01771	2160	719	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	153311	157435	+							GH5_01772	4125		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	153311	157435	+			KAG5493043.1	hypothetical protein			GH5_01772	4125		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	153311	157435	+	KAG5493043.1			hypothetical protein			GH5_01772	4125	1374	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	158544	159794	+							GH5_01773	1251		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	158544	159794	+			KAG5493044.1	hypothetical protein			GH5_01773	1251		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	158544	159794	+	KAG5493044.1			hypothetical protein			GH5_01773	1251	416	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	161204	161476	+							GH5_01774	273		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	161204	161476	+			KAG5493045.1	hypothetical protein			GH5_01774	273		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	161204	161476	+	KAG5493045.1			hypothetical protein			GH5_01774	273	90	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	162357	164735	+							GH5_01775	2379		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	162357	164735	+			KAG5493046.1	hypothetical protein			GH5_01775	2379		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	162357	164735	+	KAG5493046.1			hypothetical protein			GH5_01775	2379	792	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	167498	172351	+							GH5_01776	4854		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	167498	172351	+			KAG5493047.1	hypothetical protein			GH5_01776	4854		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	167498	172351	+	KAG5493047.1			hypothetical protein			GH5_01776	4854	1617	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	173462	175498	+							GH5_01777	2037		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	173462	175498	+			KAG5493048.1	hypothetical protein			GH5_01777	2037		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	173462	175498	+	KAG5493048.1			hypothetical protein			GH5_01777	2037	678	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	176043	178301	+							GH5_01778	2259		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	176043	178301	+			KAG5493049.1	hypothetical protein			GH5_01778	2259		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	176043	178301	+	KAG5493049.1			hypothetical protein			GH5_01778	2259	752	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	179276	181624	+							GH5_01779	2349		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	179276	181624	+			KAG5493050.1	hypothetical protein			GH5_01779	2349		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	179276	181624	+	KAG5493050.1			hypothetical protein			GH5_01779	2349	782	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	183467	184543	+							GH5_01780	1077		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	183467	184543	+			KAG5493051.1	hypothetical protein			GH5_01780	1077		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	183467	184543	+	KAG5493051.1			hypothetical protein			GH5_01780	1077	358	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	189500	189814	+							GH5_01781	315		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	189500	189814	+			KAG5493052.1	hypothetical protein			GH5_01781	315		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	189500	189814	+	KAG5493052.1			hypothetical protein			GH5_01781	315	104	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	201837	202154	+							GH5_01782	318		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	201837	202154	+			KAG5493053.1	hypothetical protein			GH5_01782	318		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	201837	202154	+	KAG5493053.1			hypothetical protein			GH5_01782	318	105	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	215736	217544	+							GH5_01783	1809		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	215736	217544	+			KAG5493054.1	hypothetical protein			GH5_01783	1809		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	215736	217544	+	KAG5493054.1			hypothetical protein			GH5_01783	1809	602	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	218552	220960	+							GH5_01784	2409		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	218552	220960	+			KAG5493055.1	hypothetical protein			GH5_01784	2409		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	218552	220960	+	KAG5493055.1			hypothetical protein			GH5_01784	2409	802	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	222002	223138	+							GH5_01785	1137		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	222002	223138	+			KAG5493056.1	hypothetical protein			GH5_01785	1137		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	222002	223138	+	KAG5493056.1			hypothetical protein			GH5_01785	1137	378	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	223900	228666	+							GH5_01786	4767		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	223900	228666	+			KAG5493057.1	hypothetical protein			GH5_01786	4767		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	223900	228666	+	KAG5493057.1			hypothetical protein			GH5_01786	4767	1588	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	229456	232863	+							GH5_01787	3408		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	229456	232863	+			KAG5493058.1	hypothetical protein			GH5_01787	3408		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	229456	232863	+	KAG5493058.1			hypothetical protein			GH5_01787	3408	1135	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	233830	235521	+							GH5_01788	1692		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	233830	235521	+			KAG5493059.1	hypothetical protein			GH5_01788	1692		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	233830	235521	+	KAG5493059.1			hypothetical protein			GH5_01788	1692	563	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	236221	237930	+							GH5_01789	1710		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	236221	237930	+			KAG5493060.1	hypothetical protein			GH5_01789	1710		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	236221	237930	+	KAG5493060.1			hypothetical protein			GH5_01789	1710	569	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	238652	239131	+							GH5_01790	480		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	238652	239131	+			KAG5493061.1	hypothetical protein			GH5_01790	480		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	238652	239131	+	KAG5493061.1			hypothetical protein			GH5_01790	480	159	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	240335	241651	+							GH5_01791	1317		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	240335	241651	+			KAG5493062.1	hypothetical protein			GH5_01791	1317		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	240335	241651	+	KAG5493062.1			hypothetical protein			GH5_01791	1317	438	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	243351	245018	+							GH5_01792	1668		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	243351	245018	+			KAG5493063.1	hypothetical protein			GH5_01792	1668		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	243351	245018	+	KAG5493063.1			hypothetical protein			GH5_01792	1668	555	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	245841	246641	+							GH5_01793	801		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	245841	246641	+			KAG5493064.1	hypothetical protein			GH5_01793	801		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	245841	246641	+	KAG5493064.1			hypothetical protein			GH5_01793	801	266	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	247743	248105	+							GH5_01794	363		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	247743	248105	+			KAG5493065.1	hypothetical protein			GH5_01794	363		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	247743	248105	+	KAG5493065.1			hypothetical protein			GH5_01794	363	120	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	250173	253079	+							GH5_01795	2907		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	250173	253079	+			KAG5493066.1	hypothetical protein			GH5_01795	2907		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	250173	253079	+	KAG5493066.1			hypothetical protein			GH5_01795	2907	968	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	254014	261189	+							GH5_01796	7176		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	254014	261189	+			KAG5493067.1	hypothetical protein			GH5_01796	7176		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	254014	261189	+	KAG5493067.1			hypothetical protein			GH5_01796	7176	2391	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	265566	267671	+							GH5_01797	2106		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	265566	267671	+			KAG5493068.1	hypothetical protein			GH5_01797	2106		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	265566	267671	+	KAG5493068.1			hypothetical protein			GH5_01797	2106	701	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	34	CM030501.1	271298	279640	+							GH5_01798	8343		
